time,x-acceleration,y-acceleration,z-acceleration,output
6.2,0.262,-0.118,1.12,piano
6.22,0.197,-0.161,0.923,piano
6.24,0.182,-0.173,0.833,piano
6.26,0.193,-0.175,0.798,piano
6.28,0.149,-0.2,0.727,piano
6.3,0.1,-0.217,0.651,piano
6.32,0.094,-0.235,0.589,piano
6.34,0.098,-0.25,0.538,piano
6.36,0.083,-0.264,0.483,piano
6.38,0.068,-0.28,0.401,piano
6.4,0.038,-0.287,0.344,piano
6.42,0.05,-0.271,0.313,piano
6.44,0.069,-0.253,0.288,piano
6.46,0.083,-0.236,0.292,piano
6.48,0.074,-0.226,0.276,piano
6.5,0.113,-0.168,0.295,piano
6.52,0.123,0.317,0.944,piano
6.54,0.637,0.545,2,piano
6.56,0.499,-0.201,2,piano
6.58,0.367,-0.388,1.528,piano
6.6,0.386,-0.289,0.632,piano
6.62,0.133,-0.233,0.386,piano
6.64,-0.084,-0.188,0.484,piano
6.66,-0.077,-0.049,0.755,piano
6.68,0.062,-0.01,0.96,piano
6.7,0.168,-0.002,1.092,piano
6.72,0.304,0.014,1.157,piano
6.74,0.317,-0.028,1.086,piano
6.76,0.259,-0.073,0.953,piano
6.78,0.223,-0.098,0.877,piano
6.8,0.216,-0.115,0.888,piano
6.82,0.229,-0.122,0.948,piano
6.84,0.243,-0.127,1,piano
6.86,0.25,-0.134,1.024,piano
6.88,0.244,-0.13,1.027,piano
6.9,0.217,-0.126,1.018,piano
6.92,0.181,-0.115,1.01,piano
6.94,0.154,-0.12,1.024,piano
6.96,0.155,-0.128,1.093,piano
6.98,0.19,-0.164,1.231,piano
7,0.21,-0.176,1.372,piano
7.02,0.237,-0.13,1.377,piano
7.04,0.353,-0.105,1.236,piano
7.06,0.337,-0.102,1.184,piano
7.08,0.371,-0.067,1.317,piano
7.1,0.289,-0.146,1.258,piano
7.12,0.205,-0.199,1.039,piano
7.14,0.193,-0.228,0.883,piano
7.16,0.191,-0.238,0.797,piano
7.18,0.159,-0.26,0.715,piano
7.2,0.131,-0.268,0.672,piano
7.22,0.098,-0.282,0.641,piano
7.24,0.08,-0.31,0.596,piano
7.26,0.091,-0.322,0.579,piano
7.28,0.107,-0.325,0.556,piano
7.3,0.098,-0.341,0.504,piano
7.32,0.078,-0.356,0.442,piano
7.34,0.071,-0.358,0.402,piano
7.36,0.049,-0.345,0.38,piano
7.38,0.045,-0.319,0.353,piano
7.4,0.037,-0.3,0.304,piano
7.42,0.048,-0.266,0.359,piano
7.44,0.215,-0.151,0.691,piano
7.46,0.273,-0.049,0.804,piano
7.48,0.044,0.182,0.797,piano
7.5,0.552,0.495,2,piano
7.52,0.508,-0.189,2,piano
7.54,0.12,-0.484,1.619,piano
7.56,0.378,-0.318,0.754,piano
7.58,0.223,-0.233,0.405,piano
7.6,-0.001,-0.204,0.509,piano
7.62,-0.02,-0.059,0.79,piano
7.64,0.096,-0.009,1.009,piano
7.66,0.177,-0.017,1.089,piano
7.68,0.261,-0.015,1.066,piano
7.7,0.276,-0.029,0.991,piano
7.72,0.233,-0.061,0.902,piano
7.74,0.196,-0.08,0.888,piano
7.76,0.186,-0.105,0.926,piano
7.78,0.206,-0.125,0.971,piano
7.8,0.223,-0.132,1.021,piano
7.82,0.223,-0.136,1.037,piano
7.84,0.211,-0.128,1.034,piano
7.86,0.194,-0.124,1.017,piano
7.88,0.161,-0.133,1.026,piano
7.9,0.157,-0.148,1.076,piano
7.92,0.17,-0.185,1.148,piano
7.94,0.188,-0.193,1.259,piano
7.96,0.18,-0.174,1.344,piano
7.98,0.185,-0.145,1.307,piano
8,0.243,-0.121,1.173,piano
8.02,0.41,-0.055,1.202,piano
8.04,0.391,-0.011,1.336,piano
8.06,0.278,-0.116,1.234,piano
8.08,0.242,-0.154,1.085,piano
8.1,0.233,-0.159,0.95,piano
8.12,0.213,-0.189,0.814,piano
8.14,0.211,-0.212,0.739,piano
8.16,0.168,-0.225,0.664,piano
8.18,0.098,-0.281,0.54,piano
8.2,0.068,-0.336,0.448,piano
8.22,0.052,-0.362,0.4,piano
8.24,0.04,-0.377,0.358,piano
8.26,0.012,-0.393,0.293,piano
8.28,-0.033,-0.408,0.224,piano
8.3,-0.026,-0.381,0.218,piano
8.32,-0.025,-0.34,0.227,piano
8.34,-0.019,-0.307,0.266,piano
8.36,0.039,-0.229,0.478,piano
8.38,0.184,-0.105,0.861,piano
8.4,0.213,-0.048,0.989,piano
8.42,0.048,0.1,0.898,piano
8.44,0.596,0.445,1.947,piano
8.46,0.797,-0.209,2,piano
8.48,0.323,-0.339,1.672,piano
8.5,0.344,-0.238,0.828,piano
8.52,0.121,-0.127,0.482,piano
8.54,0,-0.112,0.542,piano
8.56,-0.044,-0.023,0.748,piano
8.58,0.08,0.023,0.93,piano
8.6,0.193,0.006,0.998,piano
8.62,0.278,-0.022,1.02,piano
8.64,0.29,-0.06,0.97,piano
8.66,0.269,-0.1,0.924,piano
8.68,0.237,-0.127,0.917,piano
8.7,0.214,-0.144,0.945,piano
8.72,0.206,-0.142,1.002,piano
8.74,0.199,-0.135,1.044,piano
8.76,0.2,-0.122,1.047,piano
8.78,0.205,-0.104,1.028,piano
8.8,0.188,-0.103,1,piano
8.82,0.145,-0.122,1.011,piano
8.84,0.081,-0.153,1.088,piano
8.86,0.058,-0.188,1.176,piano
8.88,0.09,-0.236,1.258,piano
8.9,0.184,-0.23,1.369,piano
8.92,0.212,-0.188,1.39,piano
8.94,0.223,-0.12,1.238,piano
8.96,0.189,-0.05,1.088,piano
8.98,0.4,0.104,1.284,piano
9,0.473,0.109,1.391,piano
9.02,0.412,0.037,1.242,piano
9.04,0.302,-0.018,1.03,piano
9.06,0.227,-0.063,0.796,piano
9.08,0.148,-0.146,0.593,piano
9.1,0.098,-0.23,0.451,piano
9.12,0.053,-0.292,0.381,piano
9.14,0.003,-0.379,0.312,piano
9.16,-0.016,-0.427,0.233,piano
9.18,-0.03,-0.45,0.152,piano
9.2,-0.051,-0.454,0.112,piano
9.22,-0.012,-0.403,0.186,piano
9.24,0.084,-0.317,0.349,piano
9.26,0.076,-0.275,0.431,piano
9.28,0.002,-0.246,0.468,piano
9.3,0.116,-0.153,0.755,piano
9.32,0.306,0.045,1.186,piano
9.34,0.099,0.168,1.087,piano
9.36,0.508,0.339,1.955,piano
9.38,0.599,-0.118,2,piano
9.4,0.236,-0.331,1.641,piano
9.42,0.268,-0.218,1,piano
9.44,0.208,-0.137,0.662,piano
9.46,0.114,-0.093,0.592,piano
9.48,0.032,-0.043,0.701,piano
9.5,0.106,-0.019,0.866,piano
9.52,0.181,-0.033,0.943,piano
9.54,0.224,-0.036,0.998,piano
9.56,0.254,-0.034,1.011,piano
9.58,0.26,-0.062,0.972,piano
9.6,0.257,-0.091,0.945,piano
9.62,0.24,-0.111,0.951,piano
9.64,0.225,-0.129,0.971,piano
9.66,0.211,-0.136,0.997,piano
9.68,0.198,-0.131,1.028,piano
9.7,0.19,-0.127,1.043,piano
9.72,0.161,-0.141,1.052,piano
9.74,0.121,-0.173,1.052,piano
9.76,0.102,-0.202,1.092,piano
9.78,0.139,-0.232,1.166,piano
9.8,0.204,-0.283,1.236,piano
9.82,0.25,-0.284,1.249,piano
9.84,0.244,-0.179,1.277,piano
9.86,0.183,-0.118,1.195,piano
9.88,0.275,-0.02,1.166,piano
9.9,0.389,0.096,1.365,piano
9.92,0.309,0.029,1.323,piano
9.94,0.285,-0.048,1.081,piano
9.96,0.249,-0.084,0.911,piano
9.98,0.227,-0.091,0.783,piano
10,0.206,-0.135,0.685,piano
10.02,0.142,-0.184,0.604,piano
10.04,0.072,-0.234,0.531,piano
10.06,0.051,-0.271,0.474,piano
10.08,0.056,-0.291,0.442,piano
10.1,0.059,-0.301,0.432,piano
10.12,0.06,-0.305,0.41,piano
10.14,0.05,-0.305,0.379,piano
10.16,0.05,-0.281,0.384,piano
10.18,0.082,-0.234,0.412,piano
10.2,0.108,-0.207,0.37,piano
10.22,0.109,-0.202,0.315,piano
10.24,0.061,-0.161,0.458,piano
10.26,0.131,-0.044,0.655,piano
10.28,0.263,0.217,1.502,piano
10.3,0.487,0.16,2,piano
10.32,0.289,-0.27,2,piano
10.34,0.591,-0.26,1.738,piano
10.36,0.443,-0.178,1.121,piano
10.38,0.187,-0.145,0.658,piano
10.4,-0.086,-0.135,0.467,piano
10.42,-0.105,-0.068,0.53,piano
10.44,0.05,-0.009,0.719,piano
10.46,0.201,0.023,0.915,piano
10.48,0.332,0.058,1.066,piano
10.5,0.384,0.047,1.137,piano
10.52,0.366,-0.009,1.117,piano
10.54,0.296,-0.067,1.048,piano
10.56,0.24,-0.1,0.988,piano
10.58,0.201,-0.132,0.964,piano
10.6,0.15,-0.146,0.981,piano
10.62,0.125,-0.147,1.024,piano
10.64,0.137,-0.154,1.082,piano
10.66,0.133,-0.202,1.122,piano
10.68,0.089,-0.241,1.176,piano
10.7,0.02,-0.304,1.142,piano
10.72,-0.024,-0.314,1.113,piano
10.74,0.097,-0.208,1.257,piano
10.76,0.247,-0.05,1.482,piano
10.78,0.298,0.09,1.43,piano
10.8,0.391,0.16,1.244,piano
10.82,0.554,0.223,1.33,piano
10.84,0.408,0.147,1.245,piano
10.86,0.309,0.073,1.005,piano
10.88,0.267,0.021,0.815,piano
10.9,0.247,-0.032,0.661,piano
10.92,0.206,-0.13,0.538,piano
10.94,0.172,-0.203,0.478,piano
10.96,0.118,-0.281,0.404,piano
10.98,0.074,-0.361,0.342,piano
11,0.058,-0.399,0.355,piano
11.02,0.027,-0.411,0.38,piano
11.04,0.011,-0.41,0.383,piano
11.06,0.016,-0.378,0.386,piano
11.08,0.046,-0.311,0.418,piano
11.1,0.076,-0.245,0.39,piano
11.12,0.067,-0.2,0.321,piano
11.14,0.022,-0.146,0.313,piano
11.16,0.015,-0.072,0.43,piano
11.18,0.078,0.099,0.667,piano
11.2,0.642,0.348,1.996,piano
11.22,0.443,0.005,2,piano
11.24,0.431,-0.212,1.957,piano
11.26,0.529,-0.168,1.526,piano
11.28,0.21,-0.096,0.83,piano
11.3,-0.063,-0.103,0.46,piano
11.32,-0.151,-0.056,0.434,piano
11.34,-0.029,0.004,0.604,piano
11.36,0.156,0.014,0.828,piano
11.38,0.312,0.031,1.035,piano
11.4,0.379,0.022,1.135,piano
11.42,0.337,-0.016,1.115,piano
11.44,0.265,-0.055,1.021,piano
11.46,0.232,-0.085,0.938,piano
11.48,0.233,-0.103,0.926,piano
11.5,0.23,-0.114,0.952,piano
11.52,0.217,-0.107,0.992,piano
11.54,0.203,-0.089,1.059,piano
11.56,0.195,-0.08,1.101,piano
11.58,0.169,-0.099,1.103,piano
11.6,0.137,-0.131,1.117,piano
11.62,0.144,-0.116,1.226,piano
11.64,0.208,-0.106,1.355,piano
11.66,0.258,-0.148,1.366,piano
11.68,0.254,-0.171,1.342,piano
11.7,0.159,-0.129,1.321,piano
11.72,0.179,-0.074,1.183,piano
11.74,0.44,0.029,1.127,piano
11.76,0.371,0.034,1.187,piano
11.78,0.296,-0.034,1.159,piano
11.8,0.249,-0.074,0.974,piano
11.82,0.178,-0.127,0.785,piano
11.84,0.168,-0.145,0.676,piano
11.86,0.146,-0.18,0.589,piano
11.88,0.102,-0.239,0.509,piano
11.9,0.06,-0.287,0.425,piano
11.92,0.048,-0.313,0.355,piano
11.94,0.042,-0.323,0.32,piano
11.96,0.012,-0.335,0.284,piano
11.98,-0.003,-0.333,0.26,piano
12,0.014,-0.301,0.26,piano
12.02,0.022,-0.257,0.261,piano
12.04,0.002,-0.221,0.26,piano
12.06,0.014,-0.162,0.408,piano
12.08,0.178,-0.013,0.737,piano
12.1,0.13,-0.026,0.628,piano
12.12,0.07,0.224,1.2,piano
12.14,0.854,0.21,2,piano
12.16,0.301,-0.255,2,piano
12.18,0.4,-0.297,1.793,piano
12.2,0.489,-0.19,1.293,piano
12.22,0.186,-0.145,0.808,piano
12.24,-0.071,-0.151,0.584,piano
12.26,-0.111,-0.08,0.592,piano
12.28,0.01,-0.034,0.726,piano
12.3,0.142,-0.012,0.844,piano
12.32,0.268,0.019,0.97,piano
12.34,0.306,0.031,1.056,piano
12.36,0.287,0.003,1.05,piano
12.38,0.257,-0.039,0.997,piano
12.4,0.232,-0.083,0.958,piano
12.42,0.216,-0.123,0.953,piano
12.44,0.199,-0.148,0.964,piano
12.46,0.182,-0.162,0.996,piano
12.48,0.165,-0.157,1.055,piano
12.5,0.143,-0.177,1.151,piano
12.52,0.139,-0.236,1.289,piano
12.54,0.184,-0.254,1.466,piano
12.56,0.245,-0.228,1.502,piano
12.58,0.249,-0.198,1.307,piano
12.6,0.124,-0.223,1.001,piano
12.62,0.274,-0.106,1.071,piano
12.64,0.337,0.038,1.314,piano
12.66,0.241,-0.048,1.199,piano
12.68,0.23,-0.075,1.037,piano
12.7,0.192,-0.086,0.937,piano
12.72,0.182,-0.103,0.837,piano
12.74,0.169,-0.131,0.735,piano
12.76,0.108,-0.17,0.657,piano
12.78,0.059,-0.212,0.593,piano
12.8,0.04,-0.252,0.549,piano
12.82,0.035,-0.289,0.518,piano
12.84,0.033,-0.325,0.488,piano
12.86,0.021,-0.339,0.473,piano
12.88,-0.013,-0.356,0.433,piano
12.9,-0.025,-0.355,0.422,piano
12.92,-0.016,-0.331,0.449,piano
12.94,0,-0.297,0.455,piano
12.96,0.009,-0.276,0.395,piano
12.98,0.041,-0.238,0.441,piano
13,0.141,-0.156,0.637,piano
13.02,0.225,-0.075,0.714,piano
13.04,0.038,0.016,0.598,piano
13.06,0.511,0.306,1.923,piano
13.08,0.296,-0.08,2,piano
13.1,0.256,-0.261,1.921,piano
13.12,0.421,-0.274,1.357,piano
13.14,0.223,-0.241,0.787,piano
13.16,0.013,-0.211,0.487,piano
13.18,-0.052,-0.108,0.516,piano
13.2,-0.005,-0.055,0.72,piano
13.22,0.098,-0.027,0.924,piano
13.24,0.222,0,1.069,piano
13.26,0.289,0.014,1.121,piano
13.28,0.272,-0.01,1.071,piano
13.3,0.223,-0.055,0.982,piano
13.32,0.186,-0.087,0.921,piano
13.34,0.182,-0.112,0.92,piano
13.36,0.195,-0.131,0.947,piano
13.38,0.217,-0.135,0.984,piano
13.4,0.23,-0.126,1.04,piano
13.42,0.215,-0.119,1.086,piano
13.44,0.175,-0.131,1.111,piano
13.46,0.146,-0.165,1.115,piano
13.48,0.148,-0.19,1.168,piano
13.5,0.192,-0.169,1.288,piano
13.52,0.235,-0.133,1.347,piano
13.54,0.256,-0.122,1.273,piano
13.56,0.248,-0.149,1.098,piano
13.58,0.422,-0.014,1.364,piano
13.6,0.338,-0.042,1.405,piano
13.62,0.268,-0.113,1.194,piano
13.64,0.219,-0.136,1.036,piano
13.66,0.213,-0.144,0.911,piano
13.68,0.196,-0.187,0.79,piano
13.7,0.154,-0.234,0.689,piano
13.72,0.117,-0.272,0.634,piano
13.74,0.083,-0.319,0.561,piano
13.76,0.059,-0.366,0.486,piano
13.78,0.047,-0.394,0.438,piano
13.8,0.031,-0.401,0.409,piano
13.82,0.008,-0.403,0.369,piano
13.84,-0.026,-0.407,0.329,piano
13.86,-0.045,-0.387,0.321,piano
13.88,-0.031,-0.347,0.321,piano
13.9,-0.026,-0.306,0.284,piano
13.92,-0.007,-0.265,0.262,piano
13.94,0.074,-0.196,0.475,piano
13.96,0.294,-0.018,0.958,piano
13.98,0.314,0.014,0.964,piano
14,0.054,0.151,1.003,piano
14.02,0.676,0.255,2,piano
14.04,0.106,-0.291,2,piano
