time,x-acceleration,y-acceleration,z-acceleration,output
3.14,0.859,-0.087,-0.141,guitar
3.16,0.836,-0.147,-0.23,guitar
3.18,0.8,-0.19,-0.249,guitar
3.2,0.682,-0.207,-0.265,guitar
3.22,0.609,-0.22,-0.311,guitar
3.24,0.57,-0.217,-0.366,guitar
3.26,0.489,-0.208,-0.412,guitar
3.28,0.447,-0.198,-0.454,guitar
3.3,0.471,-0.182,-0.412,guitar
3.32,0.465,-0.166,-0.342,guitar
3.34,0.458,-0.123,-0.34,guitar
3.36,0.461,-0.064,-0.389,guitar
3.38,0.389,0.014,-0.411,guitar
3.4,0.482,0.111,-0.351,guitar
3.42,1.015,0.089,-0.146,guitar
3.44,1.857,0.056,-0.105,guitar
3.46,2,-0.038,-0.654,guitar
3.48,1.473,-0.409,-1.509,guitar
3.5,1.059,0.122,-0.641,guitar
3.52,0.996,0.009,0.012,guitar
3.54,-0.617,0.198,0.44,guitar
3.56,0.254,0.329,1.085,guitar
3.58,1.229,0.093,0.945,guitar
3.6,1.244,0.069,0.51,guitar
3.62,1.159,0.114,0.279,guitar
3.64,1.089,0.139,0.248,guitar
3.66,1.117,0.179,0.315,guitar
3.68,1.042,0.168,0.374,guitar
3.7,0.891,0.168,0.419,guitar
3.72,0.785,0.174,0.432,guitar
3.74,0.781,0.193,0.412,guitar
3.76,0.852,0.197,0.397,guitar
3.78,0.911,0.201,0.384,guitar
3.8,0.918,0.202,0.362,guitar
3.82,0.9,0.194,0.342,guitar
3.84,0.888,0.17,0.341,guitar
3.86,0.894,0.154,0.36,guitar
3.88,0.915,0.156,0.388,guitar
3.9,0.985,0.149,0.438,guitar
3.92,1.074,0.124,0.497,guitar
3.94,1.117,0.122,0.564,guitar
3.96,1.095,0.187,0.617,guitar
3.98,1.108,0.26,0.622,guitar
4,1.08,0.249,0.581,guitar
4.02,1.046,0.153,0.525,guitar
4.04,1.139,0.078,0.434,guitar
4.06,1.232,0.014,0.231,guitar
4.08,1.182,-0.048,-0.026,guitar
4.1,0.995,-0.089,-0.241,guitar
4.12,0.859,-0.133,-0.379,guitar
4.14,0.839,-0.174,-0.381,guitar
4.16,0.765,-0.176,-0.292,guitar
4.18,0.594,-0.154,-0.234,guitar
4.2,0.478,-0.131,-0.279,guitar
4.22,0.377,-0.116,-0.336,guitar
4.24,0.299,-0.126,-0.375,guitar
4.26,0.283,-0.142,-0.375,guitar
4.28,0.295,-0.14,-0.343,guitar
4.3,0.378,-0.115,-0.365,guitar
4.32,0.413,-0.088,-0.425,guitar
4.34,0.381,-0.064,-0.457,guitar
4.36,0.493,-0.016,-0.394,guitar
4.38,0.804,0.043,-0.256,guitar
4.4,1.688,0.014,-0.078,guitar
4.42,2,-0.051,-0.398,guitar
4.44,1.993,-0.3,-1.44,guitar
4.46,1.611,-0.2,-1.87,guitar
4.48,1.348,-0.03,-0.952,guitar
4.5,-0.553,-0.022,0.054,guitar
4.52,-2,0.403,1.232,guitar
4.54,-0.131,0.346,1.378,guitar
4.56,1.539,-0.064,0.717,guitar
4.58,1.683,-0.252,0.526,guitar
4.6,1.4,-0.073,0.341,guitar
4.62,1.121,0.071,0.209,guitar
4.64,1.025,0.07,0.239,guitar
4.66,1.012,0.031,0.352,guitar
4.68,0.818,0.035,0.43,guitar
4.7,0.663,0.072,0.478,guitar
4.72,0.624,0.11,0.489,guitar
4.74,0.715,0.115,0.486,guitar
4.76,0.842,0.102,0.469,guitar
4.78,0.887,0.086,0.428,guitar
4.8,0.894,0.076,0.395,guitar
4.82,0.91,0.065,0.385,guitar
4.84,0.907,0.057,0.377,guitar
4.86,0.879,0.053,0.361,guitar
4.88,0.795,0.042,0.333,guitar
4.9,0.708,0.02,0.316,guitar
4.92,0.618,0.017,0.332,guitar
4.94,0.7,0.043,0.44,guitar
4.96,0.966,0.102,0.587,guitar
4.98,1.14,0.14,0.719,guitar
5,1.323,0.177,0.841,guitar
5.02,1.348,0.284,0.919,guitar
5.04,1.201,0.329,0.907,guitar
5.06,1.093,0.292,0.828,guitar
5.08,1.187,0.213,0.7,guitar
5.1,1.306,0.115,0.542,guitar
5.12,1.205,-0.021,0.333,guitar
5.14,1.095,-0.106,0.123,guitar
5.16,1.037,-0.126,-0.023,guitar
5.18,0.965,-0.146,-0.123,guitar
5.2,0.78,-0.17,-0.175,guitar
5.22,0.604,-0.193,-0.237,guitar
5.24,0.521,-0.202,-0.272,guitar
5.26,0.45,-0.194,-0.285,guitar
5.28,0.392,-0.211,-0.291,guitar
5.3,0.34,-0.214,-0.33,guitar
5.32,0.278,-0.2,-0.379,guitar
5.34,0.216,-0.194,-0.38,guitar
5.36,0.209,-0.172,-0.345,guitar
5.38,0.271,-0.101,-0.361,guitar
5.4,0.378,-0.021,-0.37,guitar
5.42,0.573,0.016,-0.293,guitar
5.44,0.869,0.013,-0.159,guitar
5.46,1.481,0.007,-0.067,guitar
5.48,2,-0.07,-0.302,guitar
5.5,2,-0.313,-0.906,guitar
5.52,1.726,-0.33,-1.2,guitar
5.54,0.385,-0.088,-0.125,guitar
5.56,-1.003,0.344,0.929,guitar
5.58,-0.204,0.424,1.124,guitar
5.6,1.298,0.26,0.851,guitar
5.62,1.935,-0.009,0.609,guitar
5.64,1.819,-0.132,0.523,guitar
5.66,1.228,0.041,0.38,guitar
5.68,0.833,0.129,0.257,guitar
5.7,0.79,0.128,0.289,guitar
5.72,0.849,0.127,0.383,guitar
5.74,0.829,0.124,0.429,guitar
5.76,0.763,0.147,0.421,guitar
5.78,0.758,0.164,0.412,guitar
5.8,0.83,0.157,0.401,guitar
5.82,0.907,0.137,0.381,guitar
5.84,0.926,0.132,0.351,guitar
5.86,0.927,0.121,0.34,guitar
5.88,0.917,0.099,0.335,guitar
5.9,0.886,0.085,0.325,guitar
5.92,0.848,0.073,0.319,guitar
5.94,0.85,0.058,0.342,guitar
5.96,0.85,0.053,0.419,guitar
5.98,0.785,0.068,0.6,guitar
6,0.78,0.068,0.863,guitar
6.02,0.943,0.095,0.973,guitar
6.04,1.072,0.145,0.821,guitar
6.06,1.175,0.192,0.644,guitar
6.08,1.283,0.182,0.534,guitar
6.1,1.307,0.094,0.439,guitar
6.12,1.31,0.035,0.305,guitar
6.14,1.254,-0.019,0.12,guitar
6.16,1.094,-0.07,-0.092,guitar
6.18,0.975,-0.087,-0.3,guitar
6.2,0.922,-0.098,-0.421,guitar
6.22,0.754,-0.133,-0.485,guitar
6.24,0.586,-0.159,-0.477,guitar
6.26,0.479,-0.16,-0.431,guitar
6.28,0.375,-0.139,-0.421,guitar
6.3,0.369,-0.117,-0.378,guitar
6.32,0.408,-0.104,-0.337,guitar
6.34,0.402,-0.094,-0.343,guitar
6.36,0.322,-0.082,-0.346,guitar
6.38,0.299,-0.028,-0.384,guitar
6.4,0.392,0.07,-0.472,guitar
6.42,0.72,0.088,-0.403,guitar
6.44,1.407,0.023,-0.176,guitar
6.46,1.999,-0.097,-0.185,guitar
6.48,2,-0.316,-0.702,guitar
6.5,1.302,-0.464,-1.155,guitar
6.52,0.938,0.128,-0.262,guitar
6.54,0.328,0.21,0.502,guitar
6.56,-0.328,0.222,0.882,guitar
6.58,0.504,0.123,1.156,guitar
6.6,1.156,0.049,0.955,guitar
6.62,1.301,-0.02,0.66,guitar
6.64,1.244,-0.03,0.47,guitar
6.66,1.052,-0.001,0.346,guitar
6.68,0.92,0.049,0.297,guitar
6.7,0.923,0.054,0.35,guitar
6.72,0.898,0.058,0.43,guitar
6.74,0.821,0.071,0.448,guitar
6.76,0.754,0.095,0.428,guitar
6.78,0.775,0.101,0.416,guitar
6.8,0.837,0.101,0.401,guitar
6.82,0.88,0.105,0.376,guitar
6.84,0.888,0.098,0.362,guitar
6.86,0.892,0.081,0.363,guitar
6.88,0.878,0.07,0.375,guitar
6.9,0.856,0.073,0.4,guitar
6.92,0.852,0.063,0.458,guitar
6.94,0.826,0.028,0.563,guitar
6.96,0.764,-0.049,0.664,guitar
6.98,0.802,-0.117,0.747,guitar
7,1.055,-0.064,0.768,guitar
7.02,1.285,0.091,0.701,guitar
7.04,1.416,0.218,0.653,guitar
7.06,1.242,0.237,0.619,guitar
7.08,0.934,0.149,0.565,guitar
7.1,0.997,0.043,0.477,guitar
7.12,1.181,-0.02,0.284,guitar
7.14,1.156,-0.061,0.055,guitar
7.16,1.003,-0.121,-0.148,guitar
7.18,0.909,-0.153,-0.242,guitar
7.2,0.784,-0.177,-0.278,guitar
7.22,0.684,-0.211,-0.367,guitar
7.24,0.569,-0.217,-0.409,guitar
7.26,0.465,-0.232,-0.445,guitar
7.28,0.493,-0.207,-0.461,guitar
7.3,0.521,-0.167,-0.394,guitar
7.32,0.478,-0.153,-0.345,guitar
7.34,0.383,-0.138,-0.347,guitar
7.36,0.224,-0.11,-0.358,guitar
7.38,0.298,-0.019,-0.395,guitar
7.4,0.607,0.021,-0.363,guitar
7.42,0.912,0.013,-0.314,guitar
7.44,1.329,-0.041,-0.29,guitar
7.46,1.949,-0.161,-0.592,guitar
7.48,2,-0.417,-1.043,guitar
7.5,1.266,-0.405,-1.027,guitar
7.52,0.659,0.058,0.425,guitar
7.54,-0.327,0.275,0.915,guitar
7.56,-0.094,0.277,0.931,guitar
7.58,1.19,-0.009,0.73,guitar
7.6,1.542,-0.03,0.479,guitar
7.62,1.557,-0.043,0.416,guitar
7.64,1.251,-0.066,0.403,guitar
7.66,0.91,-0.013,0.321,guitar
7.68,0.807,0.032,0.291,guitar
7.7,0.804,0.04,0.313,guitar
7.72,0.788,0.057,0.334,guitar
7.74,0.795,0.085,0.319,guitar
7.76,0.857,0.1,0.303,guitar
7.78,0.943,0.106,0.311,guitar
7.8,0.969,0.098,0.324,guitar
7.82,0.947,0.088,0.323,guitar
7.84,0.912,0.073,0.321,guitar
7.86,0.895,0.06,0.321,guitar
7.88,0.882,0.045,0.314,guitar
7.9,0.872,0.033,0.296,guitar
7.92,0.888,0.024,0.292,guitar
7.94,0.92,0.019,0.287,guitar
7.96,0.957,0.015,0.296,guitar
7.98,0.98,-0.004,0.326,guitar
8,1.078,-0.024,0.409,guitar
8.02,1.209,-0.022,0.541,guitar
8.04,1.192,0.008,0.646,guitar
8.06,1.107,0.093,0.681,guitar
8.08,1.155,0.206,0.738,guitar
8.1,1.124,0.154,0.735,guitar
8.12,0.997,0.016,0.459,guitar
8.14,1.041,-0.065,0.185,guitar
8.16,1.014,-0.161,-0.022,guitar
8.18,0.896,-0.201,-0.2,guitar
8.2,0.84,-0.222,-0.294,guitar
8.22,0.817,-0.246,-0.294,guitar
8.24,0.746,-0.234,-0.25,guitar
8.26,0.653,-0.216,-0.234,guitar
8.28,0.606,-0.194,-0.249,guitar
8.3,0.54,-0.183,-0.28,guitar
8.32,0.455,-0.179,-0.365,guitar
8.34,0.395,-0.176,-0.402,guitar
8.36,0.387,-0.162,-0.419,guitar
8.38,0.435,-0.109,-0.462,guitar
8.4,0.535,-0.043,-0.506,guitar
8.42,0.797,-0.041,-0.41,guitar
8.44,1.063,-0.098,-0.299,guitar
8.46,1.337,-0.136,-0.415,guitar
8.48,1.8,-0.238,-0.762,guitar
8.5,1.998,-0.412,-1.063,guitar
8.52,1.179,-0.287,-0.808,guitar
8.54,0.71,0.185,0.422,guitar
8.56,-0.167,0.2,0.836,guitar
8.58,-0.114,0.019,0.954,guitar
8.6,0.997,-0.041,0.885,guitar
8.62,1.302,-0.019,0.63,guitar
8.64,1.243,-0.043,0.484,guitar
8.66,1.151,-0.037,0.434,guitar
8.68,0.941,-0.016,0.372,guitar
8.7,0.795,0.003,0.366,guitar
8.72,0.789,0.019,0.414,guitar
8.74,0.824,0.034,0.444,guitar
8.76,0.825,0.054,0.428,guitar
8.78,0.849,0.071,0.412,guitar
8.8,0.882,0.073,0.414,guitar
8.82,0.872,0.067,0.399,guitar
8.84,0.874,0.067,0.393,guitar
8.86,0.859,0.062,0.384,guitar
8.88,0.847,0.062,0.375,guitar
8.9,0.854,0.057,0.373,guitar
8.92,0.861,0.047,0.37,guitar
8.94,0.844,0.032,0.372,guitar
8.96,0.747,-0.01,0.364,guitar
8.98,0.656,-0.055,0.388,guitar
9,0.843,-0.054,0.503,guitar
9.02,1.208,0.033,0.63,guitar
9.04,1.364,0.118,0.675,guitar
9.06,1.34,0.169,0.68,guitar
