,time,x-acceleration,y-acceleration,z-acceleration,output
13473,269.46,0.25,0.268,-0.229,piano
13474,269.47999999999996,2.0,1.766,1.55,piano
13475,269.5,0.36,0.16,2.0,piano
13476,269.52,-0.346,-0.211,1.313,piano
13477,269.53999999999996,0.162,-0.009,0.538,piano
13478,269.56,0.178,0.054,0.304,piano
13479,269.58,0.372,0.148,0.396,piano
13480,269.59999999999997,0.593,0.209,0.638,piano
13481,269.62,0.492,0.24,0.926,piano
13482,269.64,0.292,0.264,1.157,piano
13483,269.65999999999997,0.282,0.221,1.178,piano
13484,269.68,0.415,0.167,0.97,piano
13485,269.7,0.492,0.153,0.777,piano
13486,269.71999999999997,0.483,0.153,0.748,piano
13487,269.74,0.487,0.17,0.827,piano
13488,269.76,0.445,0.183,0.902,piano
13489,269.78,0.391,0.185,0.939,piano
13490,269.79999999999995,0.37,0.188,0.949,piano
13491,269.82,0.376,0.191,0.928,piano
13492,269.84,0.383,0.181,0.904,piano
13493,269.85999999999996,0.411,0.166,0.908,piano
13494,269.88,0.444,0.168,0.951,piano
13495,269.9,0.447,0.171,0.991,piano
13496,269.91999999999996,0.418,0.14,1.024,piano
13497,269.94,0.429,0.134,1.1,piano
13498,269.96,0.434,0.142,1.198,piano
13499,269.97999999999996,0.372,0.173,1.263,piano
13500,270.0,0.356,0.208,1.334,piano
13501,270.02,0.529,0.296,1.391,piano
13502,270.03999999999996,0.589,0.407,1.396,piano
13503,270.06,0.694,0.435,1.235,piano
13504,270.08,0.88,0.337,1.06,piano
13505,270.09999999999997,0.823,0.252,0.918,piano
13506,270.12,0.69,0.14,0.819,piano
13507,270.14,0.555,0.089,0.751,piano
13508,270.15999999999997,0.381,-0.038,0.644,piano
13509,270.18,0.296,-0.142,0.532,piano
13510,270.2,0.283,-0.183,0.448,piano
13511,270.21999999999997,0.263,-0.208,0.39,piano
13512,270.24,0.221,-0.259,0.308,piano
13513,270.26,0.215,-0.284,0.23,piano
13514,270.28,0.229,-0.275,0.194,piano
13515,270.29999999999995,0.227,-0.25,0.193,piano
13516,270.32,0.153,-0.264,0.133,piano
13517,270.34,0.167,-0.214,0.057,piano
13518,270.35999999999996,0.213,-0.172,0.127,piano
13519,270.38,0.051,-0.233,0.274,piano
13520,270.4,-0.052,-0.175,0.347,piano
13521,270.41999999999996,-0.115,-0.13,0.368,piano
13522,270.44,0.087,0.01,0.629,piano
13523,270.46,0.097,0.275,0.644,piano
13524,270.47999999999996,0.943,1.265,1.181,piano
13525,270.5,1.783,1.321,2.0,piano
13526,270.52,0.27,-0.218,1.788,piano
13527,270.53999999999996,0.031,-0.189,0.661,piano
13528,270.56,0.258,0.033,0.261,piano
13529,270.58,0.125,0.047,0.299,piano
13530,270.59999999999997,0.328,0.151,0.585,piano
13531,270.62,0.385,0.191,0.857,piano
13532,270.64,0.334,0.221,1.045,piano
13533,270.65999999999997,0.215,0.24,1.091,piano
13534,270.68,0.218,0.214,1.013,piano
13535,270.7,0.295,0.173,0.863,piano
13536,270.71999999999997,0.395,0.154,0.813,piano
13537,270.74,0.401,0.144,0.915,piano
13538,270.76,0.386,0.156,1.035,piano
13539,270.78,0.349,0.17,1.046,piano
13540,270.79999999999995,0.311,0.169,0.971,piano
13541,270.82,0.292,0.169,0.91,piano
13542,270.84,0.298,0.165,0.903,piano
13543,270.85999999999996,0.307,0.16,0.929,piano
13544,270.88,0.319,0.149,0.995,piano
13545,270.9,0.35,0.141,1.128,piano
13546,270.91999999999996,0.343,0.137,1.242,piano
13547,270.94,0.297,0.103,1.288,piano
13548,270.96,0.238,0.085,1.315,piano
13549,270.97999999999996,0.239,0.175,1.324,piano
13550,271.0,0.434,0.276,1.257,piano
13551,271.02,0.539,0.265,1.126,piano
13552,271.03999999999996,0.531,0.156,1.077,piano
13553,271.06,0.688,0.18,1.104,piano
13554,271.08,0.49,0.116,0.972,piano
13555,271.09999999999997,0.429,0.06,0.867,piano
13556,271.12,0.425,0.041,0.824,piano
13557,271.14,0.371,0.013,0.74,piano
13558,271.15999999999997,0.357,-0.034,0.666,piano
13559,271.18,0.314,-0.088,0.611,piano
13560,271.2,0.285,-0.139,0.598,piano
13561,271.21999999999997,0.274,-0.18,0.56,piano
13562,271.24,0.271,-0.212,0.548,piano
13563,271.26,0.278,-0.225,0.552,piano
13564,271.28,0.257,-0.23,0.561,piano
13565,271.29999999999995,0.229,-0.232,0.52,piano
13566,271.32,0.177,-0.243,0.469,piano
13567,271.34,0.175,-0.224,0.479,piano
13568,271.35999999999996,0.223,-0.164,0.528,piano
13569,271.38,0.213,-0.128,0.572,piano
13570,271.4,-0.01,-0.132,0.423,piano
13571,271.41999999999996,-0.133,-0.126,0.18,piano
13572,271.44,0.091,-0.097,0.239,piano
13573,271.46,-0.063,-0.048,-0.053,piano
13574,271.47999999999996,0.847,0.911,0.745,piano
13575,271.5,1.855,1.541,2.0,piano
13576,271.52,-0.131,-0.474,1.912,piano
13577,271.53999999999996,-0.073,-0.342,0.52,piano
13578,271.56,0.18,-0.074,0.005,piano
13579,271.58,0.199,0.089,0.314,piano
13580,271.59999999999997,0.411,0.195,0.716,piano
13581,271.62,0.5,0.231,1.117,piano
13582,271.64,0.392,0.27,1.292,piano
13583,271.65999999999997,0.221,0.253,1.141,piano
13584,271.68,0.148,0.23,0.897,piano
13585,271.7,0.223,0.188,0.742,piano
13586,271.71999999999997,0.348,0.177,0.786,piano
13587,271.74,0.403,0.163,0.922,piano
13588,271.76,0.4,0.139,1.005,piano
13589,271.78,0.347,0.12,0.992,piano
13590,271.79999999999995,0.298,0.131,0.957,piano
13591,271.82,0.259,0.135,0.935,piano
13592,271.84,0.24,0.132,0.937,piano
13593,271.85999999999996,0.258,0.126,0.952,piano
13594,271.88,0.288,0.116,0.957,piano
13595,271.9,0.315,0.126,0.963,piano
13596,271.91999999999996,0.302,0.131,0.957,piano
13597,271.94,0.274,0.116,0.952,piano
13598,271.96,0.258,0.091,0.977,piano
13599,271.97999999999996,0.324,0.094,1.122,piano
13600,272.0,0.373,0.152,1.305,piano
13601,272.02,0.331,0.183,1.37,piano
13602,272.03999999999996,0.317,0.198,1.405,piano
13603,272.06,0.36,0.213,1.363,piano
13604,272.08,0.352,0.248,1.177,piano
13605,272.09999999999997,0.447,0.275,1.097,piano
13606,272.12,0.49,0.231,1.08,piano
13607,272.14,0.404,0.139,1.002,piano
13608,272.15999999999997,0.376,0.127,0.915,piano
13609,272.18,0.299,0.076,0.827,piano
13610,272.2,0.303,0.058,0.79,piano
13611,272.21999999999997,0.32,0.022,0.781,piano
13612,272.24,0.353,-0.008,0.728,piano
13613,272.26,0.375,-0.035,0.672,piano
13614,272.28,0.352,-0.066,0.64,piano
13615,272.29999999999995,0.331,-0.098,0.608,piano
13616,272.32,0.293,-0.133,0.574,piano
13617,272.34,0.276,-0.173,0.529,piano
13618,272.35999999999996,0.276,-0.174,0.486,piano
13619,272.38,0.261,-0.184,0.456,piano
13620,272.4,0.15,-0.193,0.379,piano
13621,272.41999999999996,0.054,-0.198,0.239,piano
13622,272.44,0.025,-0.164,0.133,piano
13623,272.46,-0.056,-0.204,0.035,piano
13624,272.47999999999996,-0.186,-0.241,0.059,piano
13625,272.5,-0.234,-0.125,0.054,piano
13626,272.52,0.683,0.697,0.712,piano
13627,272.53999999999996,1.43,1.531,2.0,piano
13628,272.56,-0.462,-0.278,2.0,piano
13629,272.58,-0.53,-0.319,0.839,piano
13630,272.59999999999997,0.023,0.027,0.17,piano
13631,272.62,0.288,0.132,0.617,piano
13632,272.64,0.485,0.23,0.951,piano
13633,272.65999999999997,0.448,0.147,1.17,piano
13634,272.68,0.267,0.133,1.188,piano
13635,272.7,0.082,0.119,0.995,piano
13636,272.71999999999997,0.098,0.15,0.886,piano
13637,272.74,0.256,0.193,0.88,piano
13638,272.76,0.4,0.212,0.902,piano
13639,272.78,0.446,0.189,0.907,piano
13640,272.79999999999995,0.436,0.161,0.871,piano
13641,272.82,0.399,0.162,0.853,piano
13642,272.84,0.346,0.173,0.889,piano
13643,272.85999999999996,0.303,0.175,0.943,piano
13644,272.88,0.262,0.148,0.966,piano
13645,272.9,0.249,0.116,0.969,piano
13646,272.91999999999996,0.272,0.12,0.97,piano
13647,272.94,0.293,0.115,0.982,piano
13648,272.96,0.279,0.116,1.005,piano
13649,272.97999999999996,0.246,0.087,1.059,piano
13650,273.0,0.267,0.086,1.197,piano
13651,273.02,0.387,0.149,1.357,piano
13652,273.03999999999996,0.348,0.205,1.334,piano
13653,273.06,0.233,0.209,1.212,piano
13654,273.08,0.302,0.243,1.113,piano
13655,273.09999999999997,0.343,0.32,1.017,piano
13656,273.12,0.348,0.237,0.97,piano
13657,273.14,0.46,0.172,0.978,piano
13658,273.15999999999997,0.384,0.11,1.008,piano
13659,273.18,0.226,0.062,1.001,piano
13660,273.2,0.207,0.071,0.929,piano
13661,273.21999999999997,0.285,0.055,0.844,piano
13662,273.24,0.315,0.021,0.791,piano
13663,273.26,0.303,0.007,0.778,piano
13664,273.28,0.303,-0.008,0.757,piano
13665,273.29999999999995,0.279,-0.041,0.727,piano
13666,273.32,0.257,-0.073,0.685,piano
13667,273.34,0.245,-0.099,0.647,piano
13668,273.35999999999996,0.246,-0.109,0.617,piano
13669,273.38,0.224,-0.118,0.559,piano
13670,273.4,0.151,-0.152,0.442,piano
13671,273.41999999999996,0.097,-0.174,0.381,piano
13672,273.44,0.062,-0.157,0.355,piano
13673,273.46,-0.05,-0.219,0.218,piano
13674,273.47999999999996,-0.171,-0.329,0.124,piano
13675,273.5,-0.322,-0.202,-0.181,piano
13676,273.52,0.046,0.408,0.068,piano
13677,273.53999999999996,1.918,1.861,2.0,piano
13678,273.56,0.059,-0.27,2.0,piano
13679,273.58,-0.293,-0.351,0.903,piano
13680,273.59999999999997,0.1,0.028,0.229,piano
13681,273.62,0.296,0.201,0.755,piano
13682,273.64,0.401,0.192,0.989,piano
13683,273.65999999999997,0.382,0.143,1.213,piano
13684,273.68,0.12,0.126,1.097,piano
13685,273.7,0.072,0.184,0.907,piano
13686,273.71999999999997,0.237,0.229,0.856,piano
13687,273.74,0.38,0.221,0.889,piano
13688,273.76,0.433,0.197,0.915,piano
13689,273.78,0.475,0.187,0.898,piano
13690,273.79999999999995,0.488,0.192,0.874,piano
13691,273.82,0.404,0.195,0.896,piano
13692,273.84,0.314,0.192,0.947,piano
13693,273.85999999999996,0.248,0.177,0.997,piano
13694,273.88,0.202,0.144,1.05,piano
13695,273.9,0.19,0.13,1.087,piano
13696,273.91999999999996,0.238,0.123,1.115,piano
13697,273.94,0.378,0.142,1.204,piano
13698,273.96,0.497,0.191,1.278,piano
13699,273.97999999999996,0.39,0.238,1.244,piano
13700,274.0,0.324,0.257,1.254,piano
13701,274.02,0.327,0.238,1.151,piano
13702,274.03999999999996,0.399,0.311,0.941,piano
13703,274.06,0.608,0.28,0.915,piano
13704,274.08,0.566,0.137,0.934,piano
13705,274.09999999999997,0.34,0.03,0.911,piano
13706,274.12,0.198,-0.021,0.833,piano
13707,274.14,0.206,-0.056,0.757,piano
13708,274.15999999999997,0.298,-0.052,0.697,piano
13709,274.18,0.388,-0.044,0.67,piano
13710,274.2,0.403,-0.058,0.69,piano
13711,274.21999999999997,0.35,-0.072,0.733,piano
13712,274.24,0.331,-0.08,0.762,piano
13713,274.26,0.371,-0.089,0.772,piano
13714,274.28,0.414,-0.087,0.788,piano
13715,274.29999999999995,0.424,-0.083,0.809,piano
13716,274.32,0.394,-0.093,0.817,piano
13717,274.34,0.366,-0.103,0.821,piano
13718,274.35999999999996,0.346,-0.103,0.829,piano
13719,274.38,0.307,-0.11,0.83,piano
13720,274.4,0.25,-0.128,0.791,piano
13721,274.41999999999996,0.209,-0.148,0.725,piano
13722,274.44,0.177,-0.167,0.657,piano
13723,274.46,0.154,-0.145,0.587,piano
13724,274.47999999999996,0.047,-0.14,0.346,piano
13725,274.5,-0.146,-0.259,-0.051,piano
13726,274.52,-0.166,-0.404,-0.31,piano
13727,274.53999999999996,-0.003,-0.278,-0.554,piano
13728,274.56,1.336,1.164,1.462,piano
13729,274.58,1.09,0.417,2.0,piano
13730,274.59999999999997,-0.363,-0.577,1.379,piano
13731,274.62,0.029,-0.053,0.229,piano
13732,274.64,0.324,0.194,0.681,piano
13733,274.65999999999997,0.401,0.172,0.944,piano
13734,274.68,0.552,0.146,1.08,piano
13735,274.7,0.315,0.128,1.055,piano
13736,274.71999999999997,0.14,0.194,0.862,piano
13737,274.74,0.202,0.242,0.808,piano
13738,274.76,0.353,0.229,0.896,piano
13739,274.78,0.406,0.173,0.957,piano
13740,274.79999999999995,0.407,0.139,0.928,piano
13741,274.82,0.437,0.151,0.889,piano
13742,274.84,0.439,0.163,0.885,piano
13743,274.85999999999996,0.386,0.162,0.922,piano
13744,274.88,0.307,0.148,0.958,piano
13745,274.9,0.258,0.132,0.976,piano
13746,274.91999999999996,0.241,0.124,0.982,piano
13747,274.94,0.247,0.136,1.014,piano
13748,274.96,0.277,0.139,1.058,piano
13749,274.97999999999996,0.34,0.127,1.106,piano
13750,275.0,0.382,0.137,1.16,piano
13751,275.02,0.428,0.226,1.159,piano
13752,275.03999999999996,0.472,0.332,1.004,piano
13753,275.06,0.503,0.295,0.841,piano
13754,275.08,0.457,0.195,0.909,piano
13755,275.09999999999997,0.495,0.198,1.066,piano
13756,275.12,0.438,0.097,1.144,piano
13757,275.14,0.289,-0.01,1.098,piano
13758,275.15999999999997,0.237,-0.003,1.017,piano
13759,275.18,0.25,-0.033,0.939,piano
13760,275.2,0.321,-0.051,0.914,piano
13761,275.21999999999997,0.372,-0.046,0.896,piano
13762,275.24,0.329,-0.062,0.894,piano
13763,275.26,0.275,-0.085,0.876,piano
13764,275.28,0.27,-0.116,0.846,piano
13765,275.29999999999995,0.315,-0.117,0.825,piano
13766,275.32,0.312,-0.125,0.808,piano
13767,275.34,0.287,-0.138,0.801,piano
13768,275.35999999999996,0.282,-0.142,0.804,piano
13769,275.38,0.268,-0.153,0.791,piano
13770,275.4,0.252,-0.17,0.75,piano
13771,275.41999999999996,0.231,-0.183,0.685,piano
13772,275.44,0.204,-0.182,0.63,piano
13773,275.46,0.141,-0.192,0.545,piano
13774,275.47999999999996,0.08,-0.18,0.384,piano
13775,275.5,0.08,-0.122,0.145,piano
13776,275.52,0.002,-0.121,-0.028,piano
13777,275.53999999999996,-0.161,-0.28,-0.168,piano
13778,275.56,0.005,-0.206,-0.401,piano
13779,275.58,0.068,0.224,0.287,piano
13780,275.59999999999997,1.286,1.918,2.0,piano
13781,275.62,0.623,0.982,2.0,piano
13782,275.64,-0.22,-0.871,1.735,piano
13783,275.65999999999997,0.173,-0.116,0.681,piano
13784,275.68,0.157,-0.116,0.298,piano
13785,275.7,0.469,0.164,0.651,piano
13786,275.71999999999997,0.597,0.218,1.008,piano
13787,275.74,0.448,0.262,1.215,piano
13788,275.76,0.177,0.257,1.097,piano
13789,275.78,0.126,0.221,0.832,piano
13790,275.79999999999995,0.256,0.23,0.757,piano
13791,275.82,0.407,0.253,0.866,piano
13792,275.84,0.46,0.205,0.943,piano
13793,275.85999999999996,0.459,0.154,0.93,piano
13794,275.88,0.418,0.141,0.913,piano
13795,275.9,0.344,0.154,0.9,piano
13796,275.91999999999996,0.301,0.183,0.926,piano
13797,275.94,0.301,0.185,0.955,piano
13798,275.96,0.313,0.156,0.957,piano
13799,275.97999999999996,0.332,0.143,0.977,piano
13800,276.0,0.347,0.14,1.021,piano
13801,276.02,0.368,0.139,1.1,piano
13802,276.03999999999996,0.436,0.121,1.206,piano
13803,276.06,0.389,0.16,1.227,piano
13804,276.08,0.37,0.271,1.18,piano
13805,276.09999999999997,0.542,0.356,1.084,piano
13806,276.12,0.535,0.346,0.995,piano
13807,276.14,0.456,0.282,1.019,piano
13808,276.15999999999997,0.456,0.191,1.046,piano
13809,276.18,0.419,0.119,0.988,piano
13810,276.2,0.286,0.043,0.902,piano
13811,276.21999999999997,0.282,-0.001,0.823,piano
13812,276.24,0.3,-0.028,0.774,piano
13813,276.26,0.318,-0.047,0.754,piano
13814,276.28,0.304,-0.061,0.757,piano
13815,276.29999999999995,0.29,-0.075,0.771,piano
13816,276.32,0.322,-0.081,0.807,piano
13817,276.34,0.346,-0.075,0.837,piano
13818,276.35999999999996,0.365,-0.072,0.87,piano
13819,276.38,0.36,-0.08,0.878,piano
13820,276.4,0.332,-0.095,0.874,piano
13821,276.41999999999996,0.305,-0.115,0.841,piano
13822,276.44,0.289,-0.124,0.788,piano
13823,276.46,0.265,-0.146,0.724,piano
13824,276.47999999999996,0.223,-0.145,0.645,piano
13825,276.5,0.064,-0.175,0.416,piano
13826,276.52,-0.052,-0.255,0.132,piano
13827,276.53999999999996,0.077,-0.265,0.167,piano
13828,276.56,-0.087,-0.276,-0.002,piano
13829,276.58,-0.278,-0.261,-0.495,piano
13830,276.59999999999997,0.28,0.16,-0.081,piano
13831,276.62,1.935,1.788,2.0,piano
13832,276.64,0.123,-0.224,2.0,piano
13833,276.65999999999997,-0.556,-0.461,0.978,piano
13834,276.68,-0.047,0.003,0.186,piano
13835,276.7,0.233,0.144,0.489,piano
13836,276.71999999999997,0.573,0.195,0.789,piano
13837,276.74,0.674,0.204,1.084,piano
13838,276.76,0.392,0.222,1.13,piano
13839,276.78,0.074,0.219,0.893,piano
13840,276.79999999999995,0.125,0.217,0.763,piano
13841,276.82,0.362,0.227,0.814,piano
13842,276.84,0.486,0.202,0.913,piano
13843,276.85999999999996,0.487,0.145,0.931,piano
13844,276.88,0.451,0.133,0.882,piano
13845,276.9,0.403,0.15,0.872,piano
13846,276.91999999999996,0.339,0.157,0.935,piano
13847,276.94,0.284,0.143,0.992,piano
13848,276.96,0.271,0.125,1.004,piano
13849,276.97999999999996,0.29,0.109,0.983,piano
13850,277.0,0.298,0.108,1.0,piano
13851,277.02,0.291,0.116,1.052,piano
13852,277.03999999999996,0.327,0.136,1.124,piano
13853,277.06,0.362,0.195,1.278,piano
13854,277.08,0.321,0.228,1.421,piano
13855,277.09999999999997,0.295,0.247,1.373,piano
13856,277.12,0.492,0.232,1.107,piano
13857,277.14,0.755,0.307,0.882,piano
13858,277.15999999999997,0.61,0.162,0.838,piano
13859,277.18,0.613,0.121,0.971,piano
13860,277.2,0.412,0.035,1.013,piano
13861,277.21999999999997,0.282,-0.013,0.943,piano
13862,277.24,0.345,0.012,0.867,piano
13863,277.26,0.386,-0.015,0.808,piano
13864,277.28,0.39,-0.053,0.782,piano
13865,277.29999999999995,0.355,-0.091,0.755,piano
13866,277.32,0.338,-0.135,0.728,piano
13867,277.34,0.32,-0.166,0.714,piano
13868,277.35999999999996,0.282,-0.206,0.654,piano
13869,277.38,0.279,-0.236,0.589,piano
13870,277.4,0.268,-0.256,0.556,piano
13871,277.41999999999996,0.234,-0.275,0.518,piano
13872,277.44,0.166,-0.294,0.422,piano
13873,277.46,0.09,-0.324,0.338,piano
13874,277.47999999999996,0.067,-0.297,0.303,piano
13875,277.5,0.021,-0.268,0.185,piano
13876,277.52,-0.059,-0.27,0.089,piano
13877,277.53999999999996,-0.124,-0.288,0.107,piano
13878,277.56,-0.3,-0.208,-0.15,piano
13879,277.58,0.005,0.111,-0.253,piano
13880,277.59999999999997,1.898,1.537,1.767,piano
13881,277.62,0.608,0.478,2.0,piano
13882,277.64,-0.733,-0.893,1.375,piano
13883,277.65999999999997,-0.026,-0.148,0.056,piano
13884,277.68,0.172,0.096,0.443,piano
13885,277.7,0.304,0.193,0.818,piano
13886,277.71999999999997,0.488,0.142,1.104,piano
13887,277.74,0.371,0.115,1.206,piano
13888,277.76,0.135,0.162,0.969,piano
13889,277.78,0.073,0.227,0.795,piano
13890,277.79999999999995,0.206,0.241,0.839,piano
13891,277.82,0.348,0.217,0.945,piano
13892,277.84,0.406,0.154,0.987,piano
13893,277.85999999999996,0.422,0.119,0.936,piano
13894,277.88,0.385,0.123,0.884,piano
13895,277.9,0.307,0.135,0.902,piano
13896,277.91999999999996,0.27,0.151,0.96,piano
13897,277.94,0.249,0.137,1.0,piano
13898,277.96,0.236,0.11,1.01,piano
13899,277.97999999999996,0.225,0.093,1.023,piano
13900,278.0,0.227,0.111,1.086,piano
13901,278.02,0.238,0.104,1.18,piano
13902,278.03999999999996,0.157,0.115,1.363,piano
13903,278.06,0.06,0.192,1.507,piano
13904,278.08,0.236,0.324,1.428,piano
13905,278.09999999999997,0.656,0.388,1.211,piano
13906,278.12,0.717,0.41,1.025,piano
13907,278.14,0.613,0.228,1.061,piano
13908,278.15999999999997,0.434,0.106,1.084,piano
13909,278.18,0.296,-0.002,0.977,piano
13910,278.2,0.321,-0.039,0.813,piano
13911,278.21999999999997,0.318,-0.066,0.7,piano
13912,278.24,0.31,-0.094,0.668,piano
13913,278.26,0.295,-0.126,0.667,piano
13914,278.28,0.288,-0.157,0.66,piano
13915,278.29999999999995,0.278,-0.175,0.651,piano
13916,278.32,0.285,-0.196,0.648,piano
13917,278.34,0.3,-0.213,0.654,piano
13918,278.35999999999996,0.273,-0.232,0.642,piano
13919,278.38,0.262,-0.258,0.636,piano
13920,278.4,0.233,-0.281,0.642,piano
13921,278.41999999999996,0.18,-0.306,0.624,piano
13922,278.44,0.105,-0.332,0.562,piano
13923,278.46,0.088,-0.341,0.51,piano
13924,278.47999999999996,0.138,-0.308,0.49,piano
13925,278.5,0.118,-0.259,0.401,piano
13926,278.52,-0.006,-0.283,0.26,piano
13927,278.53999999999996,-0.146,-0.318,0.112,piano
13928,278.56,-0.122,-0.245,-0.002,piano
13929,278.58,-0.134,-0.052,-0.222,piano
13930,278.59999999999997,1.176,1.01,1.244,piano
13931,278.62,1.607,1.471,2.0,piano
13932,278.64,-0.602,-0.996,1.71,piano
13933,278.65999999999997,-0.151,-0.19,0.167,piano
13934,278.68,0.121,0.091,0.214,piano
13935,278.7,0.229,0.191,0.744,piano
13936,278.71999999999997,0.514,0.162,1.015,piano
13937,278.74,0.514,0.111,1.215,piano
13938,278.76,0.261,0.124,1.044,piano
13939,278.78,0.139,0.18,0.846,piano
13940,278.79999999999995,0.237,0.214,0.826,piano
13941,278.82,0.364,0.215,0.922,piano
13942,278.84,0.389,0.174,0.974,piano
13943,278.85999999999996,0.395,0.133,0.93,piano
13944,278.88,0.408,0.139,0.859,piano
13945,278.9,0.376,0.163,0.876,piano
13946,278.91999999999996,0.325,0.173,0.929,piano
13947,278.94,0.284,0.157,0.965,piano
13948,278.96,0.254,0.126,0.974,piano
13949,278.97999999999996,0.271,0.112,0.984,piano
13950,279.0,0.304,0.118,0.989,piano
13951,279.02,0.3,0.114,0.994,piano
13952,279.03999999999996,0.266,0.086,1.02,piano
13953,279.06,0.293,0.061,1.109,piano
13954,279.08,0.368,0.045,1.238,piano
13955,279.09999999999997,0.342,0.089,1.316,piano
13956,279.12,0.262,0.188,1.272,piano
13957,279.14,0.361,0.202,1.157,piano
13958,279.15999999999997,0.594,0.335,1.115,piano
13959,279.18,0.519,0.256,1.129,piano
13960,279.2,0.512,0.221,1.197,piano
13961,279.21999999999997,0.298,0.087,1.105,piano
13962,279.24,0.26,0.057,0.98,piano
13963,279.26,0.299,0.044,0.888,piano
13964,279.28,0.308,0.007,0.808,piano
13965,279.29999999999995,0.318,-0.019,0.774,piano
13966,279.32,0.312,-0.046,0.783,piano
13967,279.34,0.291,-0.093,0.776,piano
13968,279.35999999999996,0.29,-0.136,0.719,piano
13969,279.38,0.286,-0.172,0.645,piano
13970,279.4,0.275,-0.195,0.596,piano
13971,279.41999999999996,0.258,-0.213,0.555,piano
13972,279.44,0.234,-0.221,0.51,piano
13973,279.46,0.18,-0.236,0.442,piano
13974,279.47999999999996,0.077,-0.268,0.308,piano
13975,279.5,0.037,-0.275,0.144,piano
13976,279.52,0.104,-0.231,0.032,piano
13977,279.53999999999996,0.03,-0.234,-0.006,piano
13978,279.56,-0.115,-0.302,-0.07,piano
13979,279.58,-0.234,-0.178,-0.305,piano
13980,279.59999999999997,0.322,0.352,0.148,piano
13981,279.62,1.995,1.844,2.0,piano
13982,279.64,-0.379,-0.476,2.0,piano
13983,279.65999999999997,-0.652,-0.802,0.975,piano
13984,279.68,0.042,-0.097,0.034,piano
13985,279.7,0.123,0.097,0.547,piano
13986,279.71999999999997,0.419,0.198,0.864,piano
13987,279.74,0.578,0.135,1.163,piano
13988,279.76,0.43,0.116,1.202,piano
13989,279.78,0.174,0.156,0.947,piano
13990,279.79999999999995,0.081,0.21,0.818,piano
13991,279.82,0.191,0.237,0.87,piano
13992,279.84,0.35,0.24,0.949,piano
13993,279.85999999999996,0.442,0.183,0.934,piano
13994,279.88,0.476,0.137,0.864,piano
13995,279.9,0.436,0.139,0.838,piano
13996,279.91999999999996,0.365,0.166,0.883,piano
13997,279.94,0.307,0.181,0.946,piano
13998,279.96,0.278,0.164,0.982,piano
13999,279.97999999999996,0.273,0.124,0.981,piano
14000,280.0,0.289,0.1,0.995,piano
14001,280.02,0.296,0.104,1.031,piano
14002,280.03999999999996,0.303,0.112,1.064,piano
14003,280.06,0.316,0.083,1.099,piano
14004,280.08,0.317,0.058,1.182,piano
14005,280.09999999999997,0.365,0.096,1.27,piano
14006,280.12,0.34,0.178,1.252,piano
14007,280.14,0.315,0.211,1.176,piano
14008,280.15999999999997,0.471,0.267,1.141,piano
14009,280.18,0.535,0.359,1.106,piano
14010,280.2,0.436,0.289,1.05,piano
14011,280.21999999999997,0.415,0.193,1.049,piano
14012,280.24,0.343,0.101,1.016,piano
14013,280.26,0.281,0.034,0.956,piano
14014,280.28,0.241,-0.014,0.897,piano
14015,280.29999999999995,0.233,-0.067,0.839,piano
14016,280.32,0.264,-0.102,0.806,piano
14017,280.34,0.309,-0.105,0.776,piano
14018,280.35999999999996,0.312,-0.123,0.738,piano
14019,280.38,0.303,-0.128,0.704,piano
14020,280.4,0.298,-0.144,0.675,piano
14021,280.41999999999996,0.289,-0.158,0.656,piano
14022,280.44,0.248,-0.182,0.629,piano
14023,280.46,0.219,-0.194,0.589,piano
14024,280.47999999999996,0.212,-0.193,0.51,piano
14025,280.5,0.146,-0.202,0.385,piano
14026,280.52,0.036,-0.214,0.181,piano
14027,280.53999999999996,0.008,-0.195,-0.05,piano
14028,280.56,-0.062,-0.212,-0.292,piano
14029,280.58,-0.034,-0.245,-0.186,piano
14030,280.59999999999997,-0.081,-0.144,-0.029,piano
14031,280.62,-0.08,0.059,0.04,piano
14032,280.64,1.812,1.679,1.985,piano
14033,280.65999999999997,0.559,0.005,2.0,piano
14034,280.68,-0.579,-0.781,1.566,piano
14035,280.7,0.171,0.014,0.478,piano
14036,280.71999999999997,0.237,0.0,0.515,piano
14037,280.74,0.338,0.038,0.814,piano
14038,280.76,0.566,0.127,1.053,piano
14039,280.78,0.392,0.117,1.171,piano
14040,280.79999999999995,0.147,0.166,1.009,piano
14041,280.82,0.107,0.244,0.85,piano
14042,280.84,0.228,0.268,0.833,piano
14043,280.85999999999996,0.353,0.247,0.89,piano
14044,280.88,0.456,0.203,0.915,piano
14045,280.9,0.526,0.159,0.881,piano
14046,280.91999999999996,0.507,0.14,0.849,piano
14047,280.94,0.42,0.133,0.881,piano
14048,280.96,0.343,0.135,0.957,piano
14049,280.97999999999996,0.295,0.116,1.005,piano
14050,281.0,0.265,0.083,1.029,piano
14051,281.02,0.269,0.08,1.065,piano
14052,281.03999999999996,0.327,0.107,1.138,piano
14053,281.06,0.388,0.113,1.238,piano
14054,281.08,0.281,0.158,1.268,piano
14055,281.09999999999997,0.202,0.233,1.198,piano
14056,281.12,0.379,0.252,1.125,piano
14057,281.14,0.613,0.309,1.148,piano
14058,281.15999999999997,0.638,0.314,1.263,piano
14059,281.18,0.368,0.215,1.263,piano
14060,281.2,0.282,0.118,1.137,piano
